"","DB_NAME","NR_CPU","QTD_CONEXAO","BUILD_BANCO_DB2","BUILD_INST_DB2","QTD_ERROS_ATUALIZACAO","ULTIMO_RUNSTATS","QTD_OBJETOS_INVALIDOS","PACOTES_INVALIDOS","BUFFERPOLLS_AUTO","MEMORIA_BD","DFT_QUERYOPT","LOGBUFSZ","DB_MEM_THRESH","SELF_TUNING_MEM","DATABASE_MEMORY","DFT_DEGREE","TAMANHO_DO_BANCO_GB","TRIGGERS_AUDLOG","INSTANCE_MEMORY","Target"
"3434","XAPURI",2,13,"special","s141128",0,"2019-11-27",0,0,1,2858,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"3435","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"3436","OUTLET",2,13,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","1"
"3437","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"3438","DEVKOP",4,18,"s181109","s1811091400",5,"2020-03-18",0,0,0,3356,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"3439","DONGO",2,9,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"3440","INTER",2,9,"s141128","s141128",0,"2020-08-19",0,0,0,2858,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"3441","DESTRO",2,13,"s160901","s141128",0,"2020-07-06",0,25,0,612,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"3442","PKENTE",2,13,"s151221","s141128",0,"2019-10-08",0,2,1,1165,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"3443","MADESIL",2,11,"special","s141128",0,"2019-10-10",0,1,0,386,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"3444","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"3445","XAPURI",2,13,"special","s141128",0,"2019-11-27",0,0,1,2873,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"3446","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"3447","OUTLET",2,13,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"3448","BELO",2,11,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"3449","DEVKOP",4,21,"s181109","s1811091400",5,"2020-03-18",0,0,0,3376,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"3450","DONGO",2,11,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"3451","INTER",2,10,"s141128","s141128",0,"2020-08-19",0,0,0,2862,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"3452","DESTRO",2,12,"s160901","s141128",0,"2020-07-06",0,25,0,612,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"3453","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"3454","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,379,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"3455","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"3456","XAPURI",2,12,"special","s141128",0,"2019-11-27",0,0,1,2855,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"3457","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"3458","OUTLET",2,13,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"3459","BELO",2,11,"s141128","s141128",0,"2019-09-30",0,0,0,661,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"3460","DEVKOP",4,21,"s181109","s1811091400",5,"2020-03-18",0,0,0,3378,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","1"
"3461","DONGO",2,11,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"3462","INTER",2,10,"s141128","s141128",0,"2020-08-19",0,0,0,2860,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"3463","DESTRO",2,13,"s160901","s141128",0,"2020-07-06",0,25,0,612,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"3464","PKENTE",2,13,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"3465","MADESIL",2,11,"special","s141128",0,"2019-10-10",0,1,0,386,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"3466","SCHWALM",2,10,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"3467","XAPURI",2,10,"special","s141128",0,"2019-11-27",0,0,1,2860,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"3468","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"3469","OUTLET",2,13,"s141128","s141128",0,"2019-09-07",1,26,0,926,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"3470","BELO",2,11,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"3471","DEVKOP",4,20,"s181109","s1811091400",5,"2020-03-18",0,0,0,3377,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"3472","DONGO",2,10,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"3473","INTER",2,10,"s141128","s141128",0,"2020-08-19",0,0,0,3256,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"3474","DESTRO",2,13,"s160901","s141128",0,"2020-07-06",0,25,0,612,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"3475","PKENTE",2,13,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"3476","MADESIL",2,11,"special","s141128",0,"2019-10-10",0,1,0,386,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"3477","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"3478","XAPURI",2,14,"special","s141128",0,"2019-11-27",0,0,1,3263,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"3479","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,750,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"3480","OUTLET",2,12,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"3481","BELO",2,11,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"3482","DEVKOP",4,17,"s181109","s1811091400",5,"2020-03-18",0,0,0,3378,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"3483","DONGO",2,9,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"3484","INTER",2,9,"s141128","s141128",0,"2020-08-19",0,0,0,3260,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"3485","DESTRO",2,13,"s160901","s141128",0,"2020-07-06",0,25,0,612,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"3486","PKENTE",2,13,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"3487","MADESIL",2,11,"special","s141128",0,"2019-10-10",0,1,0,386,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"3488","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"3489","XAPURI",2,13,"special","s141128",0,"2019-11-27",0,0,1,3261,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"3490","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"3491","OUTLET",2,13,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"3492","BELO",2,11,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"3493","DEVKOP",4,21,"s181109","s1811091400",5,"2020-03-18",0,0,0,3378,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"3494","DONGO",2,11,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"3495","INTER",2,9,"s141128","s141128",0,"2020-08-19",0,0,0,3258,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"3496","DESTRO",2,11,"s160901","s141128",0,"2020-07-06",0,25,0,612,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"3497","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"3498","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,379,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","1"
"3499","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"3500","XAPURI",2,12,"special","s141128",0,"2019-11-27",0,0,1,3262,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"3501","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"3502","OUTLET",2,13,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"3503","BELO",2,11,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"3504","DEVKOP",4,16,"s181109","s1811091400",5,"2020-03-18",0,0,0,3378,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"3505","DONGO",2,11,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"3506","INTER",2,10,"s141128","s141128",0,"2020-08-19",0,0,0,3265,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"3507","DESTRO",2,13,"s160901","s141128",0,"2020-07-06",0,25,0,612,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"3508","PKENTE",2,13,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"3509","MADESIL",2,11,"special","s141128",0,"2019-10-10",0,1,0,386,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"3510","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"3511","XAPURI",2,13,"special","s141128",0,"2019-11-27",0,0,1,3267,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"3512","SCHWALM",2,10,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"3513","OUTLET",2,12,"s141128","s141128",0,"2019-09-07",1,26,0,926,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"3514","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"3515","DEVKOP",4,21,"s181109","s1811091400",5,"2020-03-18",0,0,0,3378,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"3516","DONGO",2,10,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"3517","INTER",2,10,"s141128","s141128",0,"2020-08-19",0,0,0,3266,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"3518","DESTRO",2,13,"s160901","s141128",0,"2020-07-06",0,25,0,612,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"3519","PKENTE",2,13,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"3520","MADESIL",2,11,"special","s141128",0,"2019-10-10",0,1,0,386,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","1"
"3521","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"3522","XAPURI",2,13,"special","s141128",0,"2019-11-27",0,0,1,3268,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"3523","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"3524","OUTLET",2,13,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"3525","BELO",2,11,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"3526","DEVKOP",4,22,"s181109","s1811091400",5,"2020-03-18",0,0,0,3378,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"3527","DONGO",2,11,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"3528","INTER",2,9,"s141128","s141128",0,"2020-08-19",0,0,0,3258,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"3529","DESTRO",2,11,"s160901","s141128",0,"2020-07-06",0,25,0,612,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","1"
"3530","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"3531","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,379,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"3532","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"3533","XAPURI",2,11,"special","s141128",0,"2019-11-27",0,0,1,3258,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"3534","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"3535","OUTLET",2,12,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"3536","BELO",2,11,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"3537","DEVKOP",4,22,"s181109","s1811091400",5,"2020-03-18",0,0,0,3378,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"3538","DONGO",2,11,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"3539","INTER",2,10,"s141128","s141128",0,"2020-08-19",0,0,0,3266,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"3540","DESTRO",2,13,"s160901","s141128",0,"2020-07-06",0,25,0,612,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"3541","PKENTE",2,13,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"3542","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,386,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"3543","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"3544","XAPURI",2,13,"special","s141128",0,"2019-11-27",0,0,1,3266,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"3545","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"3546","OUTLET",2,11,"s141128","s141128",0,"2019-09-07",1,26,0,926,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"3547","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"3548","DEVKOP",4,19,"s181109","s1811091400",5,"2020-03-18",0,0,0,3378,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"3549","DONGO",2,10,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"3550","INTER",2,10,"s141128","s141128",0,"2020-08-19",0,0,0,3259,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"3551","DESTRO",2,14,"s160901","s141128",0,"2020-07-06",0,25,0,612,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","1"
"3552","PKENTE",2,13,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"3553","MADESIL",2,11,"special","s141128",0,"2019-10-10",0,1,0,386,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"3554","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"3555","XAPURI",2,13,"special","s141128",0,"2019-11-27",0,0,1,3266,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"3556","SCHWALM",2,13,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"3557","OUTLET",2,13,"s141128","s141128",0,"2019-09-07",1,26,0,926,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"3558","BELO",2,11,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"3559","DEVKOP",4,22,"s181109","s1811091400",5,"2020-03-18",0,0,0,3378,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","1"
"3560","DONGO",2,11,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"3561","INTER",2,9,"s141128","s141128",0,"2020-08-19",0,0,0,3259,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"3562","DESTRO",2,12,"s160901","s141128",0,"2020-07-06",0,25,0,612,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"3563","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"3564","MADESIL",2,11,"special","s141128",0,"2019-10-10",0,1,0,386,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"3565","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"3566","XAPURI",2,12,"special","s141128",0,"2019-11-27",0,0,1,2827,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"3567","SCHWALM",2,13,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"3568","OUTLET",2,13,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"3569","BELO",2,11,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"3570","DEVKOP",4,22,"s181109","s1811091400",5,"2020-03-18",0,0,0,3378,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"3571","DONGO",2,11,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"3572","INTER",2,10,"s141128","s141128",0,"2020-08-19",0,0,0,2828,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"3573","DESTRO",2,13,"s160901","s141128",0,"2020-07-06",0,25,0,612,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"3574","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"3575","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,379,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"3576","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"3577","XAPURI",2,11,"special","s141128",0,"2019-11-27",0,0,1,2826,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"3578","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"3579","OUTLET",2,12,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","1"
"3580","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"3581","DEVKOP",4,20,"s181109","s1811091400",5,"2020-03-18",0,0,0,3378,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"3582","DONGO",2,11,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"3583","INTER",2,10,"s141128","s141128",0,"2020-08-19",0,0,0,2826,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"3584","DESTRO",2,13,"s160901","s141128",0,"2020-07-06",0,25,0,612,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"3585","PKENTE",2,13,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"3586","MADESIL",2,11,"special","s141128",0,"2019-10-10",0,1,0,386,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"3587","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"3588","XAPURI",2,13,"special","s141128",0,"2019-11-27",0,0,1,2829,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"3589","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"3590","OUTLET",2,13,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"3591","BELO",2,9,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
